Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,sqf,mthly rent,Restaurant Type.1,Location Type,Restaurant Status
2732,1,2,5,10,5,2020,2490,19160,26554,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2687266,955426,681599,1093957,35214,4583,85590,1,1,1
2733,1,2,5,10,5,2020,2490,17091,24485,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2687711,976451,679530,1096827,33145,1809,86035,1,1,1
2734,1,2,5,10,5,2020,2490,16481,23875,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2687980,958962,678920,1096157,32535,3050,86304,1,1,1
2735,1,2,5,10,5,2020,2490,16204,23598,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2688148,954294,678643,1095791,32258,3056,86472,1,1,1
2736,1,2,5,10,5,2020,2490,16690,24084,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2688611,939543,679129,1092801,32744,5895,86935,1,1,1
2737,1,2,5,10,5,2020,2490,16053,23447,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2688705,948470,678492,1095874,32107,1382,87029,1,1,1
2738,1,2,5,10,5,2020,2490,15235,22629,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2688724,947916,677674,1093923,31289,3685,87048,1,1,1
2739,1,2,5,10,5,2020,2490,16457,23851,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2688964,933627,678896,1094586,32511,1538,87288,1,1,1
2740,1,2,5,10,5,2020,2490,18576,25970,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689062,945809,681015,1094768,34630,5095,87386,1,1,1
2741,1,2,5,10,5,2020,2490,14420,21814,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689142,967446,676859,1090800,30474,1920,87466,1,1,1
2742,1,2,5,10,5,2020,2490,17803,25197,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689330,938537,680242,1093054,33857,5407,87654,1,1,1
2743,1,2,5,10,5,2020,2490,15129,22523,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689885,970810,677568,1092564,31183,2935,88209,1,1,1
2744,1,2,5,10,5,2020,2490,16789,24183,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689933,939478,679228,1095839,32843,3759,88257,1,1,1
2745,1,2,5,10,5,2020,2490,17065,24459,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2689983,926892,679504,1096365,33119,4163,88307,1,1,1
2746,1,2,5,10,5,2020,2490,16395,23789,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2690559,956013,678834,1093635,32449,1704,88883,1,1,1
2747,1,2,5,10,5,2020,2490,15723,23117,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2690818,960198,678162,1094186,31777,1744,89142,1,1,1
2748,1,2,5,10,5,2020,2490,14216,21610,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2691039,928219,676655,1090968,30270,4567,89363,1,1,1
2749,1,2,5,10,5,2020,2490,18644,26038,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2691476,938536,681083,1093068,34698,2255,89800,1,1,1
2750,1,2,5,10,5,2020,2490,14116,21510,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2691563,945551,676555,1090578,30170,3148,89887,1,1,1
2751,2,1,3,2,1,2020,3380,21685,37097,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2698221,1050600,1658388,28728,16884,3290,125449,2,2,1
2752,2,1,3,2,1,2020,3380,21752,37164,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2698623,1044272,1658455,33091,16951,4530,125851,2,2,1
2753,2,1,3,2,1,2020,3380,20278,35690,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2698679,1069036,1656981,29349,15477,2990,125907,2,2,1
2754,2,1,3,2,1,2020,3380,17280,32692,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2698780,1064336,1653983,25229,12479,3901,126008,2,2,1
2755,2,1,3,2,1,2020,3380,22751,38163,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2699416,1051020,1659454,29642,17950,2217,126644,2,2,1
2756,2,1,3,2,1,2020,3380,22201,37613,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2699535,1027940,1658904,28719,17400,5902,126763,2,2,1
2757,2,1,3,2,1,2020,3380,21193,36605,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2699629,1061729,1657896,31938,16392,5370,126857,2,2,1
2758,2,1,3,2,1,2020,3380,21017,36429,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2700219,1030668,1657720,28036,16216,7252,127447,2,2,1
2759,2,1,3,2,1,2020,3380,18679,34091,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2700505,1046835,1655382,29918,13878,2272,127733,2,2,1
2760,2,1,3,2,1,2020,3380,21146,36558,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2700801,1051608,1657849,31024,16345,6890,128029,2,2,1
2761,2,1,3,2,1,2020,3380,21031,36443,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2701030,1051887,1657734,32076,16230,7041,128258,2,2,1
2762,2,1,3,2,1,2020,3380,22455,37867,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2701447,1061552,1659158,31399,17654,4765,128675,2,2,1
2763,2,1,3,2,1,2020,3380,18346,33758,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2701677,1027306,1655049,26135,13545,5064,128905,2,2,1
2764,2,1,3,2,1,2020,3380,21585,36997,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702033,1061290,1658288,29504,16784,5148,129261,2,2,1
2765,2,1,3,2,1,2020,3380,19635,35047,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702052,1058750,1656338,29272,14834,2998,129280,2,2,1
2766,2,1,3,2,1,2020,3380,20100,35512,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702065,1061642,1656803,29480,15299,4955,129293,2,2,1
2767,2,1,3,2,1,2020,3380,18699,34111,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702232,1044217,1655402,25464,13898,6666,129460,2,2,1
2768,2,1,3,2,1,2020,3380,17417,32829,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702246,1038535,1654120,26688,12616,5766,129474,2,2,1
2769,2,1,3,2,1,2020,3380,17314,32726,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702352,1066526,1654017,24541,12513,4020,129580,2,2,1
2770,2,1,3,2,1,2020,3380,18367,33779,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702391,1073356,1655070,25897,13566,3915,129619,2,2,1
2771,2,1,3,2,1,2020,3380,17609,33021,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702662,1071947,1654312,25277,12808,3333,129890,2,2,1
2772,2,1,3,2,1,2020,3380,21310,36722,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702781,1036235,1658013,31077,16509,2418,130009,2,2,1
2773,2,1,3,2,1,2020,3380,18604,34016,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2702989,1044253,1655307,25398,13803,3576,130217,2,2,1
2774,2,1,3,2,1,2020,3380,17221,32633,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703010,1026707,1653924,23614,12420,6827,130238,2,2,1
2775,2,1,3,2,1,2020,3380,21241,36653,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703084,1038146,1657944,30251,16440,4204,130312,2,2,1
2776,2,1,3,2,1,2020,3380,22062,37474,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703164,1062588,1658765,33058,17261,2469,130392,2,2,1
2777,2,1,3,2,1,2020,3380,19463,34875,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703222,1073206,1656166,29608,14662,3930,130450,2,2,1
2778,2,1,3,2,1,2020,3380,18181,33593,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2703917,1072362,1654884,25434,13380,6548,131145,2,2,1
2779,2,1,3,2,1,2020,3380,22742,38154,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704139,1044373,1659445,29107,17941,4373,131367,2,2,1
2780,2,1,3,2,1,2020,3380,17324,32736,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704245,1058657,1654027,26775,12523,5526,131473,2,2,1
2781,2,1,3,2,1,2020,3380,19050,34462,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704502,1041905,1655753,30099,14249,3406,131730,2,2,1
2782,2,1,3,2,1,2020,3380,22322,37734,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704559,1024024,1659025,30473,17521,6330,131787,2,2,1
2783,2,1,3,2,1,2020,3380,21039,36451,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704816,1058771,1657742,27206,16238,6015,132044,2,2,1
2784,2,1,3,2,1,2020,3380,22370,37782,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2704878,1030900,1659073,28908,17569,3582,132106,2,2,1
2785,2,1,3,2,1,2020,3380,19608,35020,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2705148,1080748,1656311,29455,14807,4098,132376,2,2,1
2786,2,1,3,2,1,2020,3380,20433,35845,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2705222,1044920,1657136,28299,15632,6795,132450,2,2,1
2787,2,1,3,2,1,2020,3380,17904,33316,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2705341,1080595,1654607,23907,13103,5931,132569,2,2,1
2788,2,1,3,2,1,2020,3380,18244,33656,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2705522,1077762,1654947,25178,13443,6125,132750,2,2,1
2789,2,1,3,2,1,2020,3380,21370,36782,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2705536,1045240,1658073,27449,16569,6903,132764,2,2,1
2790,2,1,3,2,1,2020,3380,17090,32502,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706171,1034788,1653793,28257,12289,4239,133399,2,2,1
2791,2,1,3,2,1,2020,3380,22626,38038,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706399,1026265,1659329,32070,17825,3417,133627,2,2,1
2792,2,1,3,2,1,2020,3380,19662,35074,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706508,1045333,1656365,30706,14861,6299,133736,2,2,1
2793,2,1,3,2,1,2020,3380,20192,35604,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706557,1029762,1656895,26896,15391,2179,133785,2,2,1
2794,2,1,3,2,1,2020,3380,22781,38193,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706695,1071020,1659484,29950,17980,2549,133923,2,2,1
2795,2,1,3,2,1,2020,3380,20112,35524,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706699,1069929,1656815,26471,15311,6957,133927,2,2,1
2796,2,1,3,2,1,2020,3380,22509,37921,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706743,1073115,1659212,30214,17708,4157,133971,2,2,1
2797,2,1,3,2,1,2020,3380,22415,37827,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706840,1046367,1659118,29659,17614,2755,134068,2,2,1
2798,2,1,3,2,1,2020,3380,19337,34749,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2706877,1061958,1656040,29025,14536,3912,134105,2,2,1
2799,2,1,3,2,1,2020,3380,17276,32688,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2707124,1060230,1653979,26800,12475,6573,134352,2,2,1
2800,2,1,3,2,1,2020,3380,19583,34995,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,2707761,1072000,1656286,29290,14782,6905,134989,2,2,1
2801,2,2,6,14,1,2020,3062,16634,26386,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759012,2812199,781763,5218,32365,4070,22143,2,2,1
2802,2,2,6,14,1,2020,3062,18461,28213,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759177,2796729,783590,7745,34192,4175,22308,2,2,1
2803,2,2,6,14,1,2020,3062,17486,27238,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759320,2805947,782615,9199,33217,1765,22451,2,2,1
2804,2,2,6,14,1,2020,3062,18073,27825,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759615,2800935,783202,5153,33804,3212,22746,2,2,1
2805,2,2,6,14,1,2020,3062,18549,28301,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759750,2797256,783678,11053,34280,5140,22881,2,2,1
2806,2,2,6,14,1,2020,3062,15676,25428,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2759952,2787217,780805,6015,31407,4016,23083,2,2,1
2807,2,2,6,14,1,2020,3062,15064,24816,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2760024,2791783,780193,2643,30795,2087,23155,2,2,1
2808,2,2,6,14,1,2020,3062,18505,28257,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2760476,2784225,783634,8657,34236,5477,23607,2,2,1
2809,2,2,6,14,1,2020,3062,18962,28714,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2760594,2786229,784091,10092,34693,1141,23725,2,2,1
2810,2,2,6,14,1,2020,3062,15771,25523,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2760832,2759675,780900,3354,31502,1002,23963,2,2,1
2811,2,2,6,14,1,2020,3062,17375,27127,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2760927,2804744,782504,9016,33106,2696,24058,2,2,1
2812,2,2,6,14,1,2020,3062,14559,24311,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761149,2761623,779688,5000,30290,4740,24280,2,2,1
2813,2,2,6,14,1,2020,3062,16417,26169,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761201,2816731,781546,8222,32148,5330,24332,2,2,1
2814,2,2,6,14,1,2020,3062,19344,29096,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761471,2815924,784473,9246,35075,4331,24602,2,2,1
2815,2,2,6,14,1,2020,3062,17450,27202,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761562,2814737,782579,7374,33181,2243,24693,2,2,1
2816,2,2,6,14,1,2020,3062,18723,28475,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761588,2764361,783852,6271,34454,5645,24719,2,2,1
2817,2,2,6,14,1,2020,3062,17084,26836,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761738,2786200,782213,7801,32815,5418,24869,2,2,1
2818,2,2,6,14,1,2020,3062,18671,28423,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761906,2798938,783800,10839,34402,5806,25037,2,2,1
2819,2,2,6,14,1,2020,3062,13867,23619,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2761951,2806362,778996,1175,29598,1526,25082,2,2,1
2820,2,2,6,14,1,2020,3062,14970,24722,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2762089,2774883,780099,3487,30701,4979,25220,2,2,1
2821,2,2,6,14,1,2020,3062,15240,24992,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2762238,2772308,780369,7137,30971,2241,25369,2,2,1
2822,2,2,6,14,1,2020,3062,15006,24758,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2762620,2766561,780135,5374,30737,2980,25751,2,2,1
2823,2,2,6,14,1,2020,3062,15839,25591,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2762679,2771490,780968,6685,31570,4159,25810,2,2,1
2824,2,2,6,14,1,2020,3062,18459,28211,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763014,2800889,783588,8382,34190,2276,26145,2,2,1
2825,2,2,6,14,1,2020,3062,15410,25162,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763018,2793370,780539,5650,31141,1557,26149,2,2,1
2826,2,2,6,14,1,2020,3062,16252,26004,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763146,2813258,781381,7853,31983,4023,26277,2,2,1
2827,2,2,6,14,1,2020,3062,19391,29143,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763167,2777552,784520,7373,35122,1465,26298,2,2,1
2828,2,2,6,14,1,2020,3062,17348,27100,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763394,2759710,782477,7277,33079,1872,26525,2,2,1
2829,2,2,6,14,1,2020,3062,15015,24767,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,2763423,2773689,780144,7138,30746,1836,26554,2,2,1
