Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+,total Sales,payment type-cash,payment type-visa/master,payment type-others,#of transaction,Restaurant Status,sqf,mthly rent,Restaurant Type.1,Location Type
2,1,2,13,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,829068.1502,206419.0501,463704.0501,158945.0501,56766.05772,1,450,40000,2,2
2,1,1,5,12,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1926086.15,683506.0501,829041.0501,413539.0501,133399.0501,1,500,56000,2,2
2,2,5,17,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1923419.15,669955.0501,829620.0501,423844.0501,133978.0507,1,450,45000,2,2
2,1,3,9,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1220874,26343,683794,510737,5189,1,1200,105000,2,2
2,2,6,29,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1342730,54473,779231,509026,626,1,2347,102000,2,2
2,4,17,9,5,2020,4261,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1256567,60597,684176,511794,5571,1,1298,74000,2,1
2,2,5,17,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,868480,43870,783045,41565,4814,1,3200,10000,2,2
2,1,3,3,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,861934,41697,782050,38187,3819,1,450,35000,2,2
2,2,5,1,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,752437,35496,679967,36974,1736,1,1000,124568,2,2
2,3,12,17,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,878718,56187,782978,39553,4747,1,1000,80000,2,2
2,2,5,30,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,474046,54964,380713,38369,2482,1,900,85000,2,2
2,2,5,18,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,862548,35670,783797,43081,5566,1,1800,120000,2,2
2,1,1,7,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1383342,85512,784473,513357,7172,1,2000,65000,2,2
2,1,3,17,5,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,121196,94307,7377,19512,5033,1,1500,80000,2,1
2,1,2,15,12,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,982978,85587,383565,513826,6264,1,800,58800,2,2
2,1,1,28,12,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1371340,71764,784079,515497,6778,1,3500,100000,2,2
2,1,3,3,12,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1426624,130452,782306,513866,5005,1,700,68000,2,2
2,2,6,3,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1419994,128269,781666,510059,4365,1,960,80000,2,1
2,1,1,13,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,96019,79287,3114,13618,770,1,1000,80000,2,3
2,3,12,10,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,115998,91237,5029,19732,2685,1,1600,98000,2,2
2,1,3,8,7,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,136750,114254,6444,16052,4100,1,730,73000,2,2
2,1,3,22,12,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,82477,56609,6312,19556,3968,1,1500,40000,2,2
2,2,6,5,12,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,125468,103719,5786,15963,3442,1,1000,65000,2,2
2,2,5,8,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,138904,112379,6788,19737,4444,1,650,70000,2,3
2,1,3,27,12,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1296737,88520,694550,513667,7249,1,500,25000,2,2
2,4,16,5,12,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,143236,114276,7449,21511,5105,1,2500,40000,2,2
2,3,14,5,5,2020,2739,23811,34052,39449,39503,36771,32908,34818,29743,16807,8575,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,113020,89317,5891,17812,3547,1,8690,300000,2,2
2,2,7,15,7,2020,3062,13572,23324,27273,25675,24778,24120,24610,20979,11209,6963,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,83403,61146,6212,16045,3868,1,500,45000,2,1
2,1,1,8,12,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,104216,76001,8368,19847,6024,1,800,58800,2,2
2,4,16,13,12,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1310392,102962,700639,506791,3338,1,500,50000,2,2
2,2,6,8,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1388227,98264,780605,509358,3304,1,650,60000,2,2
2,1,2,14,5,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1164429,101364,552739,510326,5438,1,2000,40000,2,3
2,1,1,12,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1233264,100407,620968,511889,3667,1,2500,40000,2,3
2,2,5,21,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,237062,192509,12690,31863,8059,1,6020,14000,2,2
2,2,5,12,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,241112,157041,24600,59471,7589,1,11692,242000,2,3
2,2,5,27,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,202520,132151,19767,50602,2756,1,800,58800,2,3
2,4,18,30,6,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,219662,135262,24430,59970,7419,1,148,18900,2,2
2,1,2,30,6,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,225407,145220,22399,57788,5388,1,1500,180000,2,2
2,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,220189,135675,24830,59684,7819,1,2000,73900,2,2
2,3,12,2,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,781140,290102,281372,209666,7789,1,750,30000,2,1
2,2,5,25,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1057036,258157,591148,207731,7565,1,500,15000,2,1
2,1,1,6,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,640891,101858,509406,29627,3804,1,500,48000,2,1
2,2,6,3,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,630592,88283,511530,30779,5928,1,650,60000,2,2
2,2,6,18,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,617568,75020,512369,30179,6767,1,2000,40000,2,2
2,2,10,30,6,2020,3595,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,627733,82687,512257,32789,6655,1,1157,32000,2,2
2,1,1,23,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,615381,76991,509128,29262,3526,1,1581,36363,2,2
2,4,16,22,6,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1262925.375,40360.12492,697811.1249,524754.1249,19206.12492,1,1300,45000,2,2
2,2,5,18,12,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1384781.375,68490.12492,793248.1249,523043.1249,14643.12242,1,1850,60000,2,2
2,1,3,7,6,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1298618.375,74614.12492,698193.1249,525811.1249,19588.12158,1,800,35000,2,2
2,4,16,30,6,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,910531.3748,57887.12492,797062.1249,55582.12492,18831.12827,1,1297,78000,2,2
2,1,2,30,6,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,903985.3748,55714.12492,796067.1249,52204.12492,17836.13328,1,500,75000,2,2
2,1,1,4,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,794488.3764,49513.1266,693984.1249,50991.12492,15753.11323,1,148,18900,2,3
2,2,6,13,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,920769.3748,70204.12492,796995.1249,53570.12492,18764.12994,1,6000,75000,2,2
2,2,6,1,6,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,516097.3739,68981.12492,394730.1249,52386.12409,16499.11991,1,1100,112000,2,3
2,2,5,30,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,904599.3748,49687.12492,797814.1249,57098.12492,19583.12325,1,1800,63000,2,3
2,1,3,9,6,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1425393.375,99529.12492,798490.1249,527374.1249,21189.12827,1,3500,106050,2,1
2,1,4,12,12,2020,1958,7638,14489,18103,18217,17977,16847,18401,15068,8773,5860,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,163247.3764,108324.1249,21394.1266,33529.12492,19050.12409,1,500,56000,2,3
2,1,2,11,12,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1025029.375,99604.12492,397582.1249,527843.1249,20281.12409,1,900,40000,2,3
2,2,5,21,6,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1413391.375,85781.12492,798096.1249,529514.1249,20795.12492,1,3000,60000,2,3
2,1,1,17,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1468675.375,144469.1249,796323.1249,527883.1249,19022.1266,1,800,35000,2,3
2,1,1,19,12,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1462045.375,142286.1249,795683.1249,524076.1249,18382.12242,1,3074,128000,2,2
2,4,17,4,12,2020,2739,21472,35257,41318,40057,42088,44300,43891,33726,18357,10475,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,138070.3656,93304.12492,17131.1174,27635.12325,14787.1433,1,600,45000,2,2
2,1,2,15,5,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,158049.3714,105254.1249,19046.12158,33749.12492,16702.13161,1,650,80000,2,1
2,1,1,4,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,178801.3698,128271.1249,20461.12075,30069.12409,18117.1266,1,550,65000,2,3
2,4,18,8,12,2020,3100,15088,27298,32823,31829,30003,28606,29931,25511,13604,7539,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,124528.3739,70626.12492,20329.12492,33573.12409,17985.12075,1,600,100000,2,2
2,1,2,28,12,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,167519.3764,117736.1249,19803.12492,29980.1266,17459.13662,1,1000,63000,2,2
2,3,12,6,12,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,180955.3723,126396.1249,20805.12242,33754.12492,18461.12994,1,2350,168000,2,1
2,1,1,29,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1338788.375,102537.1249,708567.1249,527684.1249,21266.12492,1,410,40000,2,2
2,2,5,16,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,185287.3756,128293.1249,21466.12409,35528.1266,19122.12075,1,3410,80000,2,2
2,2,5,12,12,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,155071.3781,103334.1249,19908.12827,31829.12492,17564.12492,1,768,55000,2,2
2,1,2,28,12,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,125454.3698,75163.12492,20229.12075,30062.12409,17885.12827,1,250,35000,2,2
2,4,16,21,5,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,151109.3764,95187.12492,20721.1266,35201.12492,18377.12492,1,2000,130000,2,2
2,2,6,11,5,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,146267.3731,90018.12492,22385.12325,33864.12492,20041.12827,1,600,50000,2,2
2,1,3,27,9,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1352443.375,116979.1249,714656.1249,520808.1249,17355.12492,1,5130,118500,2,3
2,1,1,26,9,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1430278.375,112281.1249,794622.1249,523375.1249,17321.12242,1,897,72000,2,2
2,2,10,28,9,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,1206480.375,115381.1249,566756.1249,524343.1249,19455.12075,1,500,25000,2,3
2,1,2,4,9,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1275315.375,114424.1249,634985.1249,525906.1249,17684.12158,1,3000,120000,2,2
2,2,6,8,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,279113.3723,206526.1249,26707.12325,45880.12409,22076.1266,1,1500,45000,2,3
2,1,1,26,9,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,283163.3748,171058.1249,38617.12492,73488.12492,21606.12409,1,2000,75000,2,2
2,1,3,14,5,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,244571.3748,146168.1249,33784.12492,64619.12492,16773.13328,1,380,100000,2,2
2,1,2,25,5,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,261713.3748,149279.1249,38447.12492,73987.12492,21436.12409,1,350,60000,2,2
2,1,1,4,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,267458.3739,159237.1249,36416.12409,71805.12492,19405.12827,1,500,45000,2,2
2,1,2,11,12,2020,764,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,262240.3748,149692.1249,38847.12492,73701.12492,21836.12325,1,298,27000,2,2
2,4,15,18,12,2020,2704,10590,17238,19400,19465,17622,17301,18667,14871,8365,4363,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1099087.375,272174.1249,605165.1249,221748.1249,21582.1266,1,350,40000,2,2
2,3,13,12,9,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,682942.3748,115875.1249,523423.1249,43644.12492,17821.1266,1,1000,60000,2,2
2,1,1,7,12,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,672643.3739,102300.1249,525547.1249,44796.12409,19945.1266,1,500,30000,2,2
2,1,3,6,9,2020,2739,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,659619.3748,89037.12492,526386.1249,44196.12492,20784.12325,1,1558,71000,2,2
2,2,6,4,12,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,669784.3748,96704.12492,526274.1249,46806.12492,20672.12158,1,1000,52998,2,2
2,2,10,5,9,2020,2739,21808,35885,41212,39462,36801,36029,38640,33573,19023,9549,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,657432.3748,91008.12492,523145.1249,43279.12492,17543.1266,1,600,40000,2,3
2,3,12,14,12,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,1223168.761,27107.92031,684558.9203,511501.9203,5953.920307,1,6200,90000,2,1
2,1,1,6,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1345024.761,55237.92031,779995.9203,509790.9203,1390.91859,1,2428,125000,2,2
2,1,3,17,12,2020,3380,16922,32334,37728,36941,34252,33867,39818,32962,17659,10510,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,1258861.761,61361.92031,684940.9203,512558.9203,6335.917755,1,500,50000,2,2
2,1,2,13,9,2020,2739,4412,11704,13651,12217,11470,11180,14171,12825,8906,4709,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,870774.7609,44634.92031,783809.9203,42329.92031,5578.923649,1,649,66700,2,3
2,2,5,16,9,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,864228.7609,42461.92031,782814.9203,38951.92031,4583.928662,1,4993,162000,2,3
2,2,6,3,5,2020,2739,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,754731.7626,36260.92198,680731.9203,37738.92031,2500.90861,1,1000,100000,2,1
