Restaurant,Restaurant Type,Area,District,Start Day,Start Month,Start Year,base on District-# of ppl able to work>15 - 19,base on District-# of ppl able to work>20 - 24,base on District-# of ppl able to work>25 - 29,base on District-# of ppl able to work>30 - 34,base on District-# of ppl able to work>35 - 39,base on District-# of ppl able to work>40 - 44,base on District-# of ppl able to work>45 - 49,base on District-# of ppl able to work>50 - 54,base on District-# of ppl able to work>55 - 59,base on District-# of ppl able to work>60 - 64,base on District-# of ppl able to work>65+,base on Area #of worker location>15 - 19,base on Area #of worker location>20 - 24,base on Area #of worker location>25 - 29,base on Area #of worker location>30 - 34,base on Area #of worker location>35 - 39,base on Area #of worker location>40 - 44,base on Area #of worker location>45 - 49,base on Area #of worker location>50 - 54,base on Area #of worker location>55 - 59,base on Area #of worker location>60 - 64,base on Area #of worker location>65+, total Sales , payment type-cash , payment type-visa/master , payment type-others ,#of transaction,sqf,mthly rent,Location Type
15268,4,3,13,30,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,093,086","1,689,843","238,968","164,275",3164.503091,3500,50000,3
15388,4,3,13,10,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,099,851","1,739,901","239,967","119,983",4117.387489,900,95000,3
14794,4,1,1,2,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"2,009,658","1,795,519","166,549","47,590",4100.485863,650,80000,3
15367,4,3,13,3,8,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,366,255","1,904,561","279,222","182,473",3912.008586,1000,60000,3
14713,4,3,12,21,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"336,205","299,125","25,054","12,027",3685.860853,2428,125000,1
14977,4,3,12,19,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"396,752","307,368","56,263","33,121",3044.161766,8690,300000,1
15402,4,1,1,27,4,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"742,789","357,208","257,387","128,193",3339.516789,1800,120000,1
15463,4,3,13,27,4,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"904,716","611,186","241,471","52,059",3242.262749,2000,130000,1
15088,4,3,13,20,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,291,638","836,213","331,479","123,946",3878.900912,500,45000,1
14805,4,1,1,24,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,846,475","1,703,704","95,180","47,590",3672.106117,5130,118500,1
15176,4,3,12,1,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,028,090","1,729,649","198,961","99,480",3518.338218,1298,74000,1
15102,4,3,12,4,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"2,286,129","1,893,114","233,435","159,579",2972.217132,500,15000,1
15186,4,1,1,25,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"462,425","151,860","204,140","106,426",3537.796803,3500,100000,2
14757,4,3,13,18,7,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"424,690","194,939","183,505","46,247",3685.860853,8690,300000,2
15589,4,3,12,17,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"410,317","209,474","139,712","61,131",3124.694187,1558,71000,2
15345,4,3,12,3,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"516,576","159,595","235,083","121,897",3534.748646,550,65000,2
15558,4,4,16,9,5,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"371,253","248,915","79,938","42,399",2709.419187,500,56000,2
14973,4,1,1,21,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"341,714","267,463","41,279","32,972",3362.661766,1000,65000,2
15499,4,1,1,27,4,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"528,381","209,752","242,757","75,873",3593.262547,500,80000,2
14863,4,1,1,5,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"574,376","216,323","269,039","89,014",3335.433578,1000,65000,2
15023,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"576,292","233,185","234,555","108,552",3609.824342,2000,130000,2
14711,4,3,12,30,3,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"358,876","341,024","5,680","12,171",3555.835853,600,40000,2
15498,4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"525,717","284,915","188,743","52,059",3569.641789,900,95000,2
15182,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"629,122","240,732","264,743","123,646",3544.713369,1800,120000,2
15341,4,1,1,29,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"683,273","248,468","295,687","139,118",3486.153091,800,35000,2
15340,4,1,1,29,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"748,507","241,199","368,543","138,766",3295.432257,3000,60000,2
15399,4,1,1,18,4,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"648,611","288,538","238,428","121,645",3140.600123,1000,124568,2
15457,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"567,945","331,793","156,050","80,102",3180.012597,1000,63000,2
14760,4,1,1,26,3,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"467,160","394,548","38,823","33,789",3695.25252,800,58800,2
15643,4,4,16,29,7,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"677,006","309,542","267,984","99,480",2879.123227,2000,40000,2
15644,4,2,5,24,3,2020,2490,13674,21068,22638,21187,20570,20092,23249,19295,10511,8310,10656,59251,93201,103923,97648,97804,96617,104372,84884,45005,24839,"691,692","308,625","283,586","99,480",3295.669187,2500,40000,2
15180,4,3,12,27,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"691,692","308,625","283,586","99,480",3463.296652,1000,80000,2
15083,4,1,1,25,8,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"643,292","342,588","197,143","103,561",3838.120848,1000,65000,2
15555,4,3,12,16,11,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"531,228","403,701","75,434","52,094",2675.87752,1100,112000,2
15192,4,3,13,30,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"672,284","346,698","215,673","109,913",3011.592132,1500,40000,2
15245,4,3,13,30,6,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"700,020","350,661","231,522","117,837",3982.392458,5130,118500,2
15298,4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"707,945","351,793","236,050","120,102",3706.419757,960,80000,2
15456,4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"617,244","402,433","148,163","66,647",3203.762572,600,100000,2
14928,4,3,12,18,5,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"619,072","391,631","125,175","102,265",3716.657653,500,30000,2
14930,4,3,13,19,4,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"579,351","459,218","98,639","21,493",3581.562716,1000,52998,2
15511,4,1,1,6,12,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"686,430","401,254","163,666","121,510",3690.700555,900,85000,2
15294,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"729,359","393,950","217,385","118,024",3293.711424,1500,80000,2
15554,4,1,1,6,7,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"693,144","420,274","194,939","77,931",3211.37752,6000,75000,2
15008,4,3,12,30,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"786,346","378,362","289,440","118,545",3458.911766,500,56000,2
15549,4,3,12,11,7,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"706,583","493,270","172,575","40,738",3004.294187,1850,60000,2
14807,4,3,13,29,3,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"730,565","496,696","186,279","47,590",4422.51118,500,25000,2
15396,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"808,587","443,324","233,924","131,339",3005.266789,1298,74000,2
15087,4,3,13,18,6,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"883,663","429,430","276,370","177,863",3872.365047,8690,300000,2
15142,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"852,307","498,212","254,614","99,480",3191.842132,350,60000,2
15600,4,3,13,25,11,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"781,900","535,541","182,840","63,520",3274.498252,400,40000,2
15342,4,1,1,29,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"952,893","457,381","343,367","152,145",3706.419757,3074,128000,2
15354,4,3,13,14,6,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"924,068","508,464","295,621","119,983",3291.248873,600,50000,2
15011,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"905,103","517,946","267,924","119,233",3404.240706,800,35000,2
15178,4,1,1,22,8,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"912,181","522,641","290,059","99,480",3375.171601,450,35000,2
15064,4,1,1,9,7,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"931,518","521,720","283,018","126,780",3292.865933,1200,105000,2
15408,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"896,366","551,893","248,249","96,224",3485.350123,960,80000,2
15199,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,001,899","571,607","296,618","133,674",3294.337687,960,115000,2
15305,4,3,13,22,6,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,028,314","575,380","311,712","141,221",3596.082081,500,25000,2
15042,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,041,807","631,027","266,285","144,495",3591.699822,6200,90000,2
15038,4,1,1,12,5,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,098,573","629,730","321,109","147,734",3577.033054,500,30000,2
15251,4,1,1,14,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,106,351","639,991","356,691","109,669",3168.586424,380,100000,2
14997,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,049,737","673,744","235,293","140,700",3325.6201,1581,36363,2
15253,4,1,1,25,5,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,153,356","639,565","355,611","158,180",3228.086424,500,45000,2
15306,4,3,12,28,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,171,846","642,207","366,177","163,463",3770.373772,2500,40000,2
15103,4,3,12,24,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,094,202","680,097","260,702","153,404",2787.883798,500,48000,2
15359,4,3,13,30,6,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,189,456","644,722","376,240","168,494",3842.221666,1500,45000,2
14938,4,3,13,19,4,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"955,476","767,225","111,303","76,949",3776.474636,3500,50000,2
14692,4,3,12,2,6,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"950,217","823,405","88,359","38,453",3593.169187,250,35000,2
14717,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,030,337","798,885","182,164","49,288",3734.456409,1000,100000,2
14832,4,3,12,22,4,2020,2505,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,108,452","789,078","198,718","120,656",3205.813022,950,65000,2
15575,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,118,656","830,993","216,193","71,470",3101.419187,5130,118500,2
14884,4,1,1,7,4,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,097,730","867,335","191,781","38,614",3559.434108,650,60000,2
15487,4,3,12,2,4,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,119,065","847,526","184,844","86,695",3398.666789,1000,100000,2
15044,4,3,13,3,5,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,202,017","802,445","252,183","147,389",3190.286766,500,50000,2
15406,4,3,13,9,4,2020,3816,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,195,663","822,503","276,636","96,525",3368.975123,3500,100000,2
15433,4,3,13,23,4,2020,2739,17730,27492,29204,29717,30267,29580,29932,25976,14760,6860,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,233,121","847,345","281,602","104,174",3320.266789,500,48000,2
15009,4,3,12,1,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,284,630","854,704","311,036","118,891",3431.323989,900,40000,2
15062,4,1,1,22,7,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,311,046","858,477","326,130","126,438",3187.824216,500,56000,2
15067,4,1,1,21,8,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,267,827","922,204","253,690","91,933",3738.797009,3200,10000,2
15120,4,4,16,30,6,2020,2026,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,285,877","924,783","264,004","97,090",2830.467132,3000,60000,2
15384,4,1,1,1,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,341,214","897,400","309,564","134,249",3664.885696,4000,100000,2
14751,4,3,12,30,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,260,748","1,110,462","113,814","36,472",3634.294187,730,73000,2
15055,4,3,12,30,7,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,470,139","1,150,241","205,488","114,410",3404.240706,382,22000,2
15373,4,4,16,31,8,2020,2739,9412,17739,18951,19591,19569,18056,18897,16624,8667,4292,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,568,315","1,164,266","261,589","142,460",3969.890443,2428,125000,2
14894,4,1,1,4,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,426,033","1,253,222","75,741","97,070",3578.892694,6000,75000,2
15265,4,3,12,21,6,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,713,749","1,294,324","240,151","179,275",3466.086424,649,66700,2
14783,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,599,168","1,456,397","95,180","47,590",4111.716349,148,18900,2
14886,4,1,1,30,6,2020,1437,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,641,068","1,447,272","123,939","69,858",3416.267492,1157,32000,2
14951,4,1,1,30,6,2020,2739,7360,15356,16824,15935,15211,15656,18261,16013,10811,6670,7594,52722,100196,103701,88991,85597,79974,79720,63725,32838,19425,"1,669,314","1,441,782","135,721","91,811",3273.083285,450,40000,2
14901,4,3,12,19,5,2020,2739,11307,20104,21693,19033,21842,18984,20697,18175,9121,5325,9940,49738,76560,76726,77509,80836,81058,89367,74318,36983,17647,"1,702,582","1,446,383","164,156","92,044",3156.813022,800,35000,2
